Serial;Serial Resposta;Software;Marca;Modelo;Status;Local Fisico;Data Compra;Data Envio;Data Cobranca;Valor Cobranca;Forma Aquisicao;Local Cobranca;Operadora;Serial Chip;PDV
'13058CT31322189';'13058CT31322189';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13059CT31322207';'13059CT31322207';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13059CT31322267';'0000135631322267';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13059CT31322318';'13059CT31322318';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467415';'13196CT31467415';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467441';'13196CT31467441';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467445';'13196CT31467445';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467457';'0000231131467457';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467467';'13196CT31467467';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;11/08/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467470';'13196CT31467470';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467473';'0000231131467473';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2016;08/01/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467475';'13196CT31467475';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467476';'13196CT31467476';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467477';'13196CT31467477';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2015;109,90;Aluguel;Brasilcard;;'';014145;
'13196CT31467511';'13196CT31467511';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;31/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467557';'0000231131467557';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;10/09/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467558';'13196CT31467558';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467566';'13196CT31467566';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467569';'13196CT31467569';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467571';'13196CT31467571';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467580';'13196CT31467580';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2015;109,90;Aluguel;Brasilcard;;'';014341;
'13196CT31467913';'0000231131467913';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;RESSARCIMENTOS;01/01/2015;03/12/2018;01/01/1900;0,00;-;Brasilcard;Vivo;'89551180137003758172';000000;
'13196CT31467920';'13196CT31467920';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2016;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467956';'13196CT31467956';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13196CT31467966';'13196CT31467966';Sem Info;INGENICO;ICT 220;CONFIGURADO;LOJISTA;01/01/2015;16/10/2019;16/10/2019;109,90;Aluguel;Brasilcard;;'';033891;
'13273CT31518909';'13273CT31518909';CLOUDWALK;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519011';'13273CT31519011';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519013';'13273CT31519013';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;12/02/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519021';'13273CT31519021';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;24/08/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519028';'13273CT31519028';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519029';'13273CT31519029';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519034';'13273CT31519034';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;15/08/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519038';'13273CT31519038';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519202';'13273CT31519202';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13273CT31519224';'13273CT31519224';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528216';'13283CT31528216';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528274';'13283CT31528274';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528275';'13283CT31528275';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528277';'13283CT31528277';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528278';'13283CT31528278';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;BAIXA DE POS;01/01/2016;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528280';'13283CT31528280';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528281';'0000231131528281';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;19/02/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528282';'13283CT31528282';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528283';'13283CT31528283';CLOUDWALK;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528284';'13283CT31528284';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;03/09/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528288';'13283CT31528288';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528289';'13283CT31528289';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;BAIXA DE POS;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528293';'0000231131528293';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528294';'13283CT31528294';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528296';'13283CT31528296';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;10/08/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528297';'13283CT31528297';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528298';'13283CT31528298';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2015;109,90;Aluguel;Brasilcard;;'';014465;
'13283CT31528303';'0000231131528303';EXPANSIVA;INGENICO;ICT 220;CONFIGURADO;LOJISTA;01/01/2015;04/03/2019;04/03/2019;79,90;Aluguel;Brasilcard;;'';020922;
'13283CT31528306';'13283CT31528306';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528312';'13283CT31528312';EXPANSIVA;INGENICO;ICT 220;CONFIGURADO;LOJISTA;01/01/2015;14/06/2023;01/08/2023;69,90;Aluguel;Brasilcard;;'';014671;
'13283CT31528316';'13283CT31528316';CLOUDWALK;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528617';'13283CT31528617';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;10/11/2017;01/01/1900;13/11/2017;109,90;Aluguel;Brasilcard;;'';019334;
'13283CT31528636';'13283CT31528636';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528641';'13283CT31528641';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528642';'13283CT31528642';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;12/09/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528645';'13283CT31528645';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;20/11/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528646';'13283CT31528646';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528647';'0000231131528647';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;22/09/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528648';'13283CT31528648';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528649';'13283CT31528649';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528651';'13283CT31528651';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13283CT31528652';'13283CT31528652';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2017;79,90;Aluguel;Brasilcard;;'';012706;
'13283CT31528657';'13283CT31528657';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2015;109,90;Aluguel;Brasilcard;;'';015890;
'13283CT31528658';'13283CT31528658';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550200';'13324CT31550200';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550245';'13324CT31550245';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550247';'13324CT31550247';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550256';'13324CT31550256';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550275';'13324CT31550275';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550282';'13324CT31550282';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2015;109,90;Aluguel;Brasilcard;;'';013416;
'13324CT31550290';'13324CT31550290';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550291';'13324CT31550291';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550295';'0000231131550295';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;13/09/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550322';'13324CT31550322';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550346';'0000231131550346';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;20/03/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550351';'13324CT31550351';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2016;06/09/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550357';'13324CT31550357';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550358';'13324CT31550358';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550359';'13324CT31550359';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550362';'13324CT31550362';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;25/09/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550366';'13324CT31550366';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;06/10/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550373';'13324CT31550373';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550464';'13324CT31550464';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;08/03/2018;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550485';'13324CT31550485';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550491';'13324CT31550491';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;02/09/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550493';'0000231131550493';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2017;04/03/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550494';'13324CT31550494';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2015;109,90;Aluguel;Brasilcard;;'';015169;
'13324CT31550499';'13324CT31550499';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13324CT31550503';'13324CT31550503';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;30/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550795';'13325CT31550795';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550812';'13325CT31550812';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550814';'0000231131550814';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;11/03/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550870';'13325CT31550870';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550878';'13325CT31550878';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550879';'13325CT31550879';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550881';'13325CT31550881';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;20/11/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550936';'13325CT31550936';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550938';'13325CT31550938';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550948';'13325CT31550948';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550949';'13325CT31550949';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550953';'13325CT31550953';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550971';'13325CT31550971';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550979';'13325CT31550979';Sem Info;INGENICO;ICT 220;ESTOQUE;BAIXA DE POS;01/01/2015;12/08/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31550991';'13325CT31550991';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551013';'13325CT31551013';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;02/05/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551017';'13325CT31551017';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;26/11/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551026';'13325CT31551026';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551056';'0000231131551056';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;07/12/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551064';'13325CT31551064';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551081';'0000231131551081';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2016;30/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551084';'13325CT31551084';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;02/09/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551105';'13325CT31551105';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551107';'13325CT31551107';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551110';'13325CT31551110';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551113';'13325CT31551113';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;29/07/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551117';'13325CT31551117';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551118';'13325CT31551118';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551122';'13325CT31551122';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;27/08/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551128';'13325CT31551128';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551132';'13325CT31551132';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551133';'13325CT31551133';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2015;31/08/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551135';'13325CT31551135';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551139';'13325CT31551139';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2016;06/06/2020;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551153';'13325CT31551153';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA;01/01/2017;22/11/2019;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31551162';'13325CT31551162';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2017;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13325CT31558345';'13325CT31558345';Sem Info;INGENICO;ICT 220;ESTOQUE;BAIXA DE POS;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13332CT31553768';'13332CT31553768';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13332CT31553802';'13332CT31553802';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - FUNCION;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13332CT31553818';'13332CT31553818';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
'13332CT31553822';'13332CT31553822';Sem Info;INGENICO;ICT 220;CONFIGURADO;Sem Info;01/01/2015;01/01/1900;01/01/2017;109,90;Aluguel;Brasilcard;;'';016630;
'13332CT31553857';'13332CT31553857';EXPANSIVA;INGENICO;ICT 220;ESTOQUE;POS ANTIGA - DANIFIC;01/01/2015;01/01/1900;01/01/1900;0,00;-;Brasilcard;;'';000000;
